"Product ID";"Active (0/1)";Name;Category;"Image URL";Price;Quantity
127;1;"Świeca zapłonowa BERU UXT4";Świece;https://media2mi.pl/p/2/325/413/photo-87544308-a894-4d81-9745-b95482482f52-150x150.jpg;14,87;4
128;1;"Świeca zapłonowa BOSCH 0 241 235 567";Świece;https://media1mi.pl/p/1/223/423/photo-854f29ab-0945-4214-b658-db8106c056e3-150x150.jpg;16,78;2
129;1;"Świeca zapłonowa NGK 3111";Świece;https://media1mi.pl/p/1/109/469/photo-c02b0eb9-9cac-4b80-be5f-24f8eb1baa64-150x150.jpg;12,93;2
130;1;"Świeca zapłonowa NGK 2173";Świece;https://media2mi.pl/p/2/467/328/photo-5ca058e1-f7df-4024-8546-20500d6d4f63-150x150.jpg;65,71;5
131;1;"Świeca zapłonowa DENSO SKJ16CR-A8";Świece;https://media2mi.pl/p/2/327/15/photo-ebe8d6e0-d55d-45fb-83b9-f46a8c8fa459-150x150.jpg;78,63;1
132;1;"Świeca zapłonowa NGK 4043";Świece;https://media2mi.pl/p/2/281/340/photo-14053e23-7639-443e-b03e-a2b7922a77ac-150x150.jpg;27,87;1
133;1;"Świeca zapłonowa BERU Z75";Świece;https://media1mi.pl/p/1/153/499/photo-da8428eb-87a0-4a5a-8b1e-8fbf53f998f8-150x150.jpg;22,94;4
134;1;"Świeca zapłonowa BOSCH 0 242 225 641";Świece;https://media1mi.pl/p/1/190/192/photo-1e855b73-6898-4cec-b9b4-cd6622b3c906-150x150.jpg;17,88;3
135;1;"Świeca zapłonowa NGK 7917";Świece;https://media1mi.pl/p/1/90/414/photo-a816b4d5-6ac3-47f3-9249-4269a403acd9-150x150.jpg;27,66;1
136;1;"Świeca zapłonowa DENSO QJ16HR-U9";Świece;https://media2mi.pl/p/2/431/470/photo-1827cb9f-61ec-40c1-9d9b-5302f2353f6e-150x150.jpg;14,79;1
137;1;"Świeca zapłonowa NGK 2215";Świece;https://media2mi.pl/p/2/403/498/photo-e81e3dc0-c440-40f5-8753-cbe177ee9698-150x150.jpg;62,63;3
138;1;"Świeca zapłonowa NGK 6597";Świece;https://media2mi.pl/p/2/351/46/photo-20f52c02-cded-4e06-910a-6fbd7af75638-150x150.jpg;61,68;5
139;1;"Świeca zapłonowa NGK 4228";Świece;https://media1mi.pl/p/1/241/98/photo-704bb830-64aa-4585-832c-2b0e55308c48-150x150.jpg;9,00;3
140;1;"Świeca zapłonowa NGK 3440";Świece;https://media2mi.pl/p/2/416/1/photo-88ed3dd9-e4cb-423c-8e63-b96bde13d328-150x150.jpg;62,63;1
141;1;"Świeca zapłonowa BOSCH 0 242 129 500";Świece;https://media1mi.pl/p/1/217/236/photo-636c9378-4f81-401d-b401-2d1a47004152-150x150.jpg;100,56;1
142;1;"Świeca zapłonowa BOSCH 0 241 229 713";Świece;https://media1mi.pl/p/1/61/39/photo-a3d92dfd-09b1-4920-8be1-73e7142e011a-150x150.jpg;12,53;1
143;1;"Świeca zapłonowa DENSO W14LM-US";Świece;https://media2mi.pl/p/2/492/183/photo-2d436d9b-5c58-4d21-aafb-3a97ff42be3c-150x150.jpg;10,72;2
144;1;"Świeca zapłonowa BOSCH 0 242 222 505";Świece;https://media1mi.pl/p/1/147/181/photo-4742b455-d4ac-497e-9b48-c4e9014a5a2b-150x150.jpg;25,95;4
145;1;"Świeca zapłonowa NGK 4045";Świece;https://media1mi.pl/p/1/201/273/photo-7438dad8-5142-4208-9192-c3d0da84486c-150x150.jpg;82,45;4
146;1;"Świeca zapłonowa NGK 3512";Świece;https://media2mi.pl/p/2/451/335/photo-a32cf0da-7cd3-40c0-b402-6fdd9984229f-150x150.jpg;14,84;5
147;1;"Świeca zapłonowa DENSO K16GPR-U11";Świece;https://media1mi.pl/p/1/63/6/photo-75c0c039-6111-49ac-8286-84eae0d4f9e7-150x150.jpg;16,75;4
148;1;"Świeca zapłonowa BERU Z62";Świece;https://media1mi.pl/p/1/201/318/photo-ef085b39-e46b-411b-99aa-bac67c81e4da-150x150.jpg;13,37;1
149;1;"Świeca zapłonowa BERU Z89";Świece;https://media1mi.pl/p/1/193/191/photo-daede5ba-2234-42e9-8ea0-41c8919f16fb-150x150.jpg;26,55;2
150;1;"Świeca zapłonowa BERU Z280";Świece;https://media1mi.pl/p/1/117/88/photo-55aa0cf9-67b4-4eb4-8d4c-1de9e5e9c967-150x150.jpg;59,66;4
151;1;"Świeca zapłonowa BOSCH 0 242 245 514";Świece;https://media1mi.pl/p/1/195/300/photo-d87b7807-91c8-4d03-82a0-203ea4d4ccd6-150x150.jpg;45,97;4
152;1;"Świeca zapłonowa NGK 6421";Świece;https://media2mi.pl/p/2/350/144/photo-2dfcda9c-8a21-4c11-954c-7fcbc6caf4bf-150x150.jpg;14,85;3
